time,time_count,voltage,current,temp,soc
18:30:49,1198sec,11.19,0.52,25,60.8
18:30:50,1199sec,11.31,0,25,64.2
18:30:51,1200sec,11.31,0,25,64.2
18:30:52,1201sec,11.24,1.77,25,62.2
18:30:53,1202sec,11.16,0.98,25,60
18:30:54,1203sec,11.05,1.83,25,56.9
18:30:55,1204sec,11.04,2.02,25,56.7
18:30:56,1205sec,11.06,1.84,25,57.2
18:30:57,1206sec,11.13,0.98,25,59.2
18:30:58,1207sec,11.2,0,25,61.1
18:30:59,1208sec,11.23,0,25,61.9
18:31:00,1210sec,11.27,0,25,63.1
18:31:01,1210sec,11.16,0.72,25,60
18:31:02,1211sec,11.03,1.76,25,56.4
18:31:03,1212sec,11.04,1.72,25,56.7
18:31:04,1213sec,11.11,1.79,25,58.6
18:31:05,1214sec,11.08,1.66,25,57.8
18:31:06,1215sec,11.19,0.7,25,60.8
18:31:07,1216sec,11.29,0,25,63.6
18:31:08,1217sec,11.21,0,25,61.4
18:31:09,1218sec,11.22,0.31,25,61.7
18:31:10,1219sec,11.1,0.96,25,58.3
18:31:11,1220sec,11.05,1.82,25,56.9
18:31:12,1221sec,11.04,2.05,25,56.7
18:31:13,1223sec,11.02,1.85,25,56.1
18:31:14,1223sec,11.14,0.86,25,59.4
18:31:15,1224sec,11.23,0.35,25,61.9
18:31:16,1225sec,11.26,0,25,62.8
18:31:17,1226sec,11.35,0,25,65.3
18:31:18,1227sec,11.22,0.41,25,61.7
18:31:19,1228sec,11.1,1.27,25,58.3
18:31:20,1229sec,10.96,1.98,25,54.4
18:31:21,1230sec,11,1.99,25,55.6
18:31:22,1231sec,11.06,1.53,25,57.2
18:31:23,1232sec,11.17,0.48,25,60.3
18:31:24,1233sec,11.26,0,25,62.8
18:31:25,1234sec,11.27,0.2,25,63.1
18:31:26,1235sec,11.25,0.23,25,62.5
18:31:27,1236sec,11.14,0.91,25,59.4
18:31:28,1237sec,11,1.89,25,55.6
18:31:29,1238sec,11,1.86,25,55.6
18:31:30,1239sec,11.04,1.74,25,56.7
18:31:31,1240sec,11.09,1.35,25,58.1
18:31:32,1241sec,11.22,0.38,25,61.7
18:31:33,1242sec,11.29,0,25,63.6
18:31:34,1243sec,11.26,0,25,62.8
18:31:35,1244sec,11.18,0.6,25,60.6
18:31:36,1245sec,11.13,1.25,25,59.2
18:31:37,1246sec,11,2.28,25,55.6
18:31:38,1247sec,11.04,1.91,25,56.7
18:31:39,1248sec,11.09,1.51,25,58.1
18:31:40,1249sec,11.18,0.52,25,60.6
18:31:41,1250sec,11.28,0,25,63.3
18:31:42,1251sec,11.26,0,25,62.8
18:31:43,1252sec,11.22,0.25,25,61.7
18:31:44,1253sec,11.14,0.95,25,59.4
18:31:45,1254sec,11.01,1.83,25,55.8
18:31:46,1255sec,11.05,1.97,25,56.9
18:31:47,1256sec,11.03,1.81,25,56.4
18:31:48,1257sec,11.08,1.11,25,57.8
18:31:49,1258sec,11.17,0,25,60.3
18:31:50,1259sec,11.22,0,25,61.7
18:31:51,1260sec,11.26,0,25,62.8
18:31:52,1261sec,11.15,0.46,25,59.7
18:31:53,1262sec,11.07,1.23,25,57.5
18:31:54,1263sec,10.93,2.16,25,53.6
18:31:55,1264sec,11.02,1.93,25,56.1
18:31:56,1265sec,11.06,1.48,25,57.2
18:31:57,1266sec,11.14,0.63,25,59.4
18:31:58,1267sec,11.22,0,25,61.7
18:31:59,1268sec,11.23,0,25,61.9
18:32:00,1269sec,11.22,0.28,25,61.7
18:32:01,1270sec,11.11,0.83,25,58.6
18:32:02,1271sec,11.06,1.5,25,57.2
18:32:03,1272sec,10.97,1.8,25,54.7
18:32:04,1273sec,10.92,1.81,25,53.3
18:32:05,1274sec,11.06,1.16,25,57.2
18:32:06,1275sec,11.17,0,25,60.3
18:32:07,1276sec,11.24,0,25,62.2
18:32:08,1277sec,11.22,0,25,61.7
18:32:09,1278sec,11.17,0.57,25,60.3
18:32:10,1279sec,11.06,1.26,25,57.2
18:32:11,1280sec,10.94,2.24,25,53.9
18:32:12,1281sec,10.93,1.89,25,53.6
18:32:13,1282sec,11.06,1.48,25,57.2
18:32:14,1283sec,11.19,0.68,25,60.8
18:32:15,1284sec,11.26,0,25,62.8
18:32:16,1285sec,11.22,0.25,25,61.7
18:32:17,1286sec,11.18,0.29,25,60.6
18:32:18,1287sec,11.11,0.96,25,58.6
18:32:19,1288sec,11.02,1.42,25,56.1
18:32:20,1289sec,10.99,2.04,25,55.3
18:32:21,1290sec,10.97,1.91,25,54.7
18:32:22,1291sec,11.05,1.09,25,56.9
18:32:23,1292sec,11.2,0.33,25,61.1
18:32:24,1293sec,11.26,0,25,62.8
18:32:25,1294sec,11.2,0,25,61.1
18:32:26,1295sec,11.11,0.7,25,58.6
18:32:27,1296sec,11.03,1.22,25,56.4
18:32:28,1297sec,10.9,2.18,25,52.8
18:32:29,1298sec,11,1.78,25,55.6
18:32:30,1299sec,11.04,1.44,25,56.7
18:32:31,1300sec,11.14,1.04,25,59.4
18:32:32,1301sec,11.27,0,25,63.1
18:32:33,1302sec,11.22,0,25,61.7
18:32:34,1303sec,11.21,0,25,61.4
18:32:35,1304sec,11.07,0.8,25,57.5
18:32:36,1305sec,11.04,1.49,25,56.7
18:32:37,1306sec,10.96,2.32,25,54.4
18:32:38,1307sec,10.98,1.94,25,55
18:32:39,1308sec,11.07,1.15,25,57.5
18:32:40,1309sec,11.16,0.2,25,60
18:32:41,1310sec,11.18,0,25,60.6
18:32:42,1312sec,11.19,0.24,25,60.8
18:32:43,1312sec,11.13,0.58,25,59.2
18:32:44,1313sec,11.02,1.04,25,56.1
18:32:45,1314sec,10.95,1.89,25,54.2
18:32:46,1315sec,10.93,1.76,25,53.6
18:32:47,1317sec,11.08,1.5,25,57.8
18:32:48,1317sec,11.1,0.84,25,58.3
18:32:49,1318sec,11.22,0,25,61.7
18:32:50,1319sec,11.21,0,25,61.4
18:32:51,1320sec,11.26,0,25,62.8
18:32:52,1321sec,11.08,0.72,25,57.8
18:32:53,1322sec,10.99,1.39,25,55.3
18:32:54,1323sec,10.93,2.08,25,53.6
18:32:55,1324sec,10.92,1.87,25,53.3
18:32:56,1325sec,11.04,1.2,25,56.7
18:32:57,1326sec,11.15,0.26,25,59.7
18:32:58,1327sec,11.16,0.23,25,60
18:32:59,1328sec,11.18,0,25,60.6
18:33:00,1329sec,11.08,0.58,25,57.8
18:33:01,1330sec,11.01,1.23,25,55.8
18:33:02,1331sec,10.94,1.83,25,53.9
18:33:03,1332sec,10.95,1.8,25,54.2
18:33:04,1333sec,10.96,1.47,25,54.4
18:33:05,1334sec,11.02,0.93,25,56.1
18:33:06,1335sec,11.18,0,25,60.6
18:33:07,1336sec,11.19,0,25,60.8
18:33:08,1337sec,11.2,0,25,61.1
18:33:09,1338sec,11.04,0.75,25,56.7
18:33:10,1339sec,11.01,1.34,25,55.8
18:33:11,1340sec,10.87,2.02,25,51.9
18:33:12,1341sec,10.93,1.9,25,53.6
18:33:13,1342sec,11.06,1.1,25,57.2
18:33:14,1343sec,11.09,0.58,25,58.1
18:33:15,1344sec,11.19,0,25,60.8
18:33:16,1345sec,11.17,0.21,25,60.3
18:33:17,1347sec,11.1,0.45,25,58.3
18:33:18,1347sec,11.02,1.14,25,56.1
18:33:19,1348sec,10.91,1.73,25,53.1
18:33:20,1349sec,10.89,2.09,25,52.5
18:33:21,1350sec,10.96,1.53,25,54.4
18:33:22,1351sec,11.04,0.79,25,56.7
18:33:23,1352sec,11.14,0,25,59.4
18:33:24,1353sec,11.14,0,25,59.4
18:33:25,1354sec,11.13,0,25,59.2
18:33:26,1355sec,11.06,0.89,25,57.2
18:33:27,1356sec,10.99,1.47,25,55.3
18:33:28,1357sec,10.89,2.07,25,52.5
18:33:29,1358sec,10.91,1.7,25,53.1
18:33:30,1359sec,10.98,1.15,25,55
18:33:31,1360sec,11.06,0.59,25,57.2
18:33:32,1361sec,11.2,0,25,61.1
18:33:33,1362sec,11.14,0.22,25,59.4
18:33:34,1363sec,11.15,0,25,59.7
18:33:35,1364sec,10.96,1.12,25,54.4
18:33:36,1365sec,10.93,1.79,25,53.6
18:33:37,1367sec,10.88,2.07,25,52.2
18:33:38,1367sec,11,1.4,25,55.6
18:33:39,1368sec,11.1,0.91,25,58.3
18:33:40,1369sec,11.18,0,25,60.6
18:33:41,1370sec,11.14,0.21,25,59.4
18:33:42,1371sec,11.2,0,25,61.1
18:33:43,1372sec,10.99,0.85,25,55.3
18:33:44,1373sec,10.98,1.53,25,55
18:33:45,1374sec,10.88,2.12,25,52.2
18:33:46,1375sec,10.92,1.73,25,53.3
18:33:47,1376sec,11.03,1.25,25,56.4
18:33:48,1377sec,11.1,0.61,25,58.3
18:33:49,1378sec,11.2,0,25,61.1
18:33:50,1379sec,11.19,0,25,60.8
18:33:51,1380sec,11.08,0,25,57.8
18:33:52,1381sec,11.06,1.32,25,57.2
18:33:53,1382sec,10.91,1.73,25,53.1
18:33:54,1383sec,10.89,2.07,25,52.5
18:33:55,1384sec,10.97,1.57,25,54.7
18:33:56,1385sec,11.06,0.8,25,57.2
18:33:57,1386sec,11.15,0,25,59.7
18:33:58,1387sec,11.2,0,25,61.1
18:33:59,1388sec,11.17,0,25,60.3
18:34:00,1389sec,11.03,0.81,25,56.4
18:34:01,1390sec,10.89,1.49,25,52.5
18:34:02,1391sec,10.95,1.68,25,54.2
18:34:03,1392sec,10.91,2.34,25,53.1
18:34:04,1393sec,11.02,1.32,25,56.1
18:34:05,1394sec,11.06,0.58,25,57.2
18:34:06,1395sec,11.14,0,25,59.4
18:34:07,1397sec,11.19,0,25,60.8
18:34:08,1397sec,11.12,0.24,25,58.9
18:34:09,1398sec,10.97,1.21,25,54.7
18:34:10,1399sec,10.89,1.89,25,52.5
18:34:11,1400sec,10.89,2.04,25,52.5
18:34:12,1401sec,10.9,1.43,25,52.8
18:34:13,1402sec,11.04,0.82,25,56.7
18:34:15,1404sec,11.08,0.23,25,57.8
18:34:15,1404sec,11.18,0,25,60.6
18:34:16,1405sec,11.15,0,25,59.7
18:34:17,1406sec,11.07,0.45,25,57.5
18:34:18,1407sec,10.92,1.48,25,53.3
18:34:19,1408sec,10.93,1.75,25,53.6
18:34:21,1410sec,10.87,2.34,25,51.9
18:34:21,1410sec,10.96,1.38,25,54.4
18:34:22,1411sec,11.04,0.55,25,56.7
18:34:23,1412sec,11.21,0,25,61.4
18:34:24,1413sec,11.15,0,25,59.7
18:34:25,1414sec,11.13,0.22,25,59.2
18:34:26,1416sec,11,1.21,25,55.6
18:34:27,1416sec,10.93,1.93,25,53.6
18:34:28,1417sec,10.83,2.23,25,50.8
18:34:29,1418sec,10.92,1.57,25,53.3
18:34:30,1419sec,10.98,0.83,25,55
18:34:31,1420sec,11.11,0.21,25,58.6
18:34:32,1421sec,11.14,0.2,25,59.4
18:34:33,1423sec,11.15,0,25,59.7
18:34:34,1423sec,11.04,0.6,25,56.7
18:34:35,1424sec,10.98,1.61,25,55
18:34:36,1425sec,10.87,1.88,25,51.9
18:34:37,1426sec,10.85,1.96,25,51.4
18:34:38,1427sec,11,1.16,25,55.6
18:34:39,1428sec,11.06,0.67,25,57.2
18:34:40,1429sec,11.18,0,25,60.6
18:34:41,1430sec,11.16,0,25,60
18:34:42,1431sec,11.11,0,25,58.6
18:34:43,1432sec,10.97,1.2,25,54.7
18:34:44,1433sec,10.92,1.89,25,53.3
18:34:45,1434sec,10.88,1.74,25,52.2
18:34:46,1435sec,10.9,1.54,25,52.8
18:34:47,1436sec,11,0.91,25,55.6
18:34:48,1437sec,11.1,0.37,25,58.3
18:34:49,1438sec,11.21,0,25,61.4
18:34:50,1439sec,11.11,0.21,25,58.6
18:34:51,1440sec,11.05,0.38,25,56.9
18:34:52,1441sec,10.9,1.45,25,52.8
18:34:53,1442sec,10.84,1.82,25,51.1
18:34:54,1443sec,10.82,2.12,25,50.6
18:34:55,1444sec,10.97,1.23,25,54.7
18:34:56,1445sec,11.07,0.51,25,57.5
18:34:57,1446sec,11.14,0,25,59.4
18:34:58,1447sec,11.18,0,25,60.6
18:34:59,1448sec,11.09,0,25,58.1
18:35:00,1449sec,10.95,1.22,25,54.2
18:35:01,1450sec,10.86,1.73,25,51.7
18:35:02,1451sec,10.92,1.73,25,53.3
18:35:04,1453sec,10.87,1.98,25,51.9
18:35:04,1453sec,10.99,0.87,25,55.3
18:35:05,1454sec,11.06,0,25,57.2
18:35:06,1455sec,11.15,0,25,59.7
18:35:07,1456sec,11.15,0,25,59.7
18:35:08,1457sec,11.03,0.61,25,56.4
18:35:09,1458sec,10.88,1.42,25,52.2
18:35:10,1459sec,10.79,1.72,25,49.7
18:35:11,1460sec,10.82,2.19,25,50.6
18:35:12,1461sec,10.96,1.16,25,54.4
18:35:13,1462sec,11,0.42,25,55.6
18:35:14,1463sec,11.12,0,25,58.9
18:35:15,1464sec,11.08,0,25,57.8
18:35:16,1465sec,11.05,0.25,25,56.9
18:35:17,1467sec,10.93,1.02,25,53.6
18:35:18,1467sec,10.87,1.84,25,51.9
18:35:19,1468sec,10.88,1.76,25,52.2
18:35:20,1469sec,10.87,1.79,25,51.9
18:35:21,1470sec,10.94,0.86,25,53.9
18:35:22,1471sec,11.07,0.34,25,57.5
18:35:23,1472sec,11.09,0,25,58.1
18:35:24,1474sec,11.13,0,25,59.2
18:35:25,1474sec,10.98,0.7,25,55
18:35:26,1475sec,10.89,1.55,25,52.5
18:35:27,1476sec,10.84,1.84,25,51.1
18:35:28,1477sec,10.85,1.92,25,51.4
18:35:29,1478sec,10.92,1.19,25,53.3
18:35:30,1479sec,11.02,0.75,25,56.1
18:35:31,1480sec,11.09,0,25,58.1
18:35:32,1481sec,11.15,0,25,59.7
18:35:33,1482sec,11.02,0.24,25,56.1
18:35:34,1483sec,10.92,0.88,25,53.3
18:35:35,1484sec,10.85,1.81,25,51.4
18:35:36,1485sec,10.85,2.01,25,51.4
18:35:37,1486sec,10.82,2.06,25,50.6
18:35:38,1487sec,10.96,0.67,25,54.4
18:35:39,1488sec,11.05,0.34,25,56.9
18:35:40,1489sec,11.14,0,25,59.4
18:35:41,1490sec,11.14,0,25,59.4
18:35:42,1491sec,11.01,0.36,25,55.8
18:35:43,1492sec,10.89,1.45,25,52.5
18:35:44,1493sec,10.82,1.65,25,50.6
18:35:45,1494sec,10.81,1.72,25,50.3
18:35:46,1495sec,10.9,1.58,25,52.8
18:35:47,1496sec,10.95,0.49,25,54.2
18:35:48,1497sec,11.12,0.24,25,58.9
18:35:49,1498sec,11.09,0,25,58.1
18:35:50,1499sec,11.05,0,25,56.9
18:35:51,1500sec,10.98,0.84,25,55
18:35:52,1501sec,10.83,1.78,25,50.8
18:35:54,1503sec,10.85,1.86,25,51.4
18:35:54,1503sec,10.84,1.7,25,51.1
18:35:55,1504sec,10.95,0.64,25,54.2
18:35:56,1505sec,11.07,0.23,25,57.5
18:35:57,1506sec,11.1,0,25,58.3
18:35:58,1507sec,11.09,0,25,58.1
18:35:59,1508sec,11.03,0.43,25,56.4
18:36:00,1510sec,10.85,1.29,25,51.4
18:36:01,1510sec,10.84,1.82,25,51.1
18:36:02,1511sec,10.82,1.71,25,50.6
18:36:03,1512sec,10.87,1.45,25,51.9
18:36:04,1513sec,11,0.58,25,55.6
18:36:05,1514sec,11.05,0,25,56.9
18:36:06,1515sec,11.09,0,25,58.1
18:36:07,1517sec,11.04,0.27,25,56.7
18:36:08,1517sec,10.94,0.91,25,53.9
18:36:09,1518sec,10.76,1.82,25,48.9
18:36:10,1519sec,10.76,2.02,25,48.9
18:36:11,1520sec,10.82,1.9,25,50.6
18:36:12,1521sec,10.91,0.84,25,53.1
18:36:13,1522sec,11.07,0.21,25,57.5
18:36:14,1523sec,11.04,0,25,56.7
18:36:15,1524sec,11.08,0,25,57.8
18:36:16,1525sec,10.93,0.55,25,53.6
18:36:17,1526sec,10.91,1.18,25,53.1
18:36:18,1527sec,10.84,1.91,25,51.1
18:36:19,1528sec,10.76,1.76,25,48.9
18:36:20,1529sec,10.81,1.57,25,50.3
18:36:21,1530sec,11.04,0,25,56.7
18:36:22,1531sec,11.1,0,25,58.3
18:36:23,1532sec,11.02,0,25,56.1
18:36:24,1533sec,11.02,0.28,25,56.1
18:36:25,1534sec,11.1,0,25,58.3
18:36:26,1535sec,11.1,0,25,58.3
18:36:27,1536sec,11.01,0.23,25,55.8
18:36:28,1537sec,11.01,0.42,25,55.8
18:36:29,1538sec,11.03,0,25,56.4
18:36:30,1539sec,11.01,0.2,25,55.8
18:36:31,1540sec,11.1,0,25,58.3
18:36:32,1541sec,11.01,0,25,55.8
18:36:33,1542sec,11.07,0,25,57.5
18:36:34,1543sec,11.08,0,25,57.8
18:36:35,1544sec,10.99,0.21,25,55.3
18:36:36,1545sec,10.76,2.01,25,48.9
18:36:37,1546sec,10.86,1.6,25,51.7
18:36:38,1547sec,10.94,0.9,25,53.9
18:36:39,1548sec,11.04,0,25,56.7
18:36:40,1549sec,11.06,0,25,57.2
18:36:41,1550sec,11.02,0.26,25,56.1
18:36:42,1551sec,10.88,1.06,25,52.2
18:36:43,1552sec,10.76,2.04,25,48.9
18:36:44,1553sec,10.75,1.89,25,48.6
18:36:45,1554sec,10.76,1.94,25,48.9
18:36:46,1555sec,10.87,1.24,25,51.9
18:36:47,1556sec,10.95,0.36,25,54.2
18:36:48,1557sec,11.04,0,25,56.7
18:36:49,1558sec,11.05,0,25,56.9
18:36:50,1559sec,10.99,0,25,55.3
18:36:51,1560sec,10.97,0,25,54.7
18:36:52,1561sec,10.98,0,25,55
18:36:53,1562sec,11.03,0,25,56.4
18:36:54,1563sec,10.81,1.57,25,50.3
18:36:55,1564sec,10.94,0.77,25,53.9
18:36:56,1565sec,11.02,0,25,56.1
18:36:57,1566sec,11.01,0,25,55.8
18:36:58,1567sec,10.97,0.36,25,54.7
18:36:59,1568sec,10.81,0.85,25,50.3
18:37:00,1569sec,10.71,1.66,25,47.5
18:37:01,1570sec,10.69,2.28,25,46.9
18:37:02,1571sec,10.77,2.05,25,49.2
18:37:03,1572sec,10.83,1.23,25,50.8
18:37:04,1573sec,10.98,0.46,25,55
18:37:05,1574sec,11.01,0,25,55.8
18:37:06,1575sec,11.05,0,25,56.9
18:37:07,1576sec,10.94,0.65,25,53.9
18:37:08,1577sec,10.81,1.29,25,50.3
18:37:09,1578sec,10.7,2.29,25,47.2
18:37:10,1579sec,10.74,1.82,25,48.3
18:37:11,1580sec,10.84,1.53,25,51.1
18:37:12,1581sec,10.89,0.89,25,52.5
18:37:13,1582sec,10.98,0,25,55
18:37:14,1583sec,11.02,0,25,56.1
18:37:15,1584sec,10.95,0,25,54.2
18:37:16,1585sec,10.88,0.94,25,52.2
18:37:17,1586sec,10.8,1.7,25,50
18:37:18,1587sec,10.71,2.22,25,47.5
18:37:19,1588sec,10.76,2.05,25,48.9
18:37:20,1589sec,10.81,1.46,25,50.3
18:37:21,1590sec,10.97,0.29,25,54.7
18:37:22,1591sec,11.01,0,25,55.8
18:37:23,1592sec,10.99,0,25,55.3
18:37:24,1593sec,10.95,0.54,25,54.2
18:37:25,1594sec,10.84,1.35,25,51.1
18:37:26,1595sec,10.7,1.84,25,47.2
18:37:27,1596sec,10.77,1.96,25,49.2
18:37:28,1597sec,10.81,1.55,25,50.3
18:37:29,1598sec,10.84,1.01,25,51.1
18:37:30,1599sec,10.95,0,25,54.2
18:37:31,1600sec,11,0,25,55.6
18:37:32,1601sec,11.01,0,25,55.8
18:37:33,1602sec,10.88,0.98,25,52.2
18:37:34,1603sec,11.01,0,25,55.8
18:37:35,1604sec,10.92,0.24,25,53.3
18:37:36,1605sec,11,0,25,55.6
18:37:37,1606sec,10.86,0.23,25,51.7
18:37:38,1607sec,11.02,0.23,25,56.1
18:37:39,1608sec,10.94,0,25,53.9
18:37:40,1609sec,10.99,0,25,55.3
18:37:41,1610sec,10.96,0,25,54.4
18:37:42,1611sec,10.96,0,25,54.4
18:37:44,1613sec,10.91,0.22,25,53.1
18:37:45,1614sec,10.6,2.3,25,44.4
18:37:45,1615sec,10.88,0.69,25,52.2
18:37:47,1616sec,10.72,1.61,25,47.8
18:37:47,1617sec,10.74,1.75,25,48.3
18:37:49,1618sec,10.62,2.22,25,45
18:37:49,1619sec,10.82,1.17,25,50.6
18:37:51,1620sec,10.88,0.62,25,52.2
18:37:51,1621sec,10.92,0,25,53.3
18:37:53,1622sec,10.93,0,25,53.6
18:37:53,1623sec,10.91,0.38,25,53.1
18:37:55,1624sec,10.77,1.16,25,49.2
18:37:56,1625sec,10.64,2.04,25,45.6
18:37:57,1626sec,10.71,1.91,25,47.5
18:37:57,1627sec,10.67,1.65,25,46.4
18:37:59,1628sec,10.7,0.95,25,47.2
18:37:59,1629sec,10.88,0.34,25,52.2
18:38:01,1630sec,10.93,0,25,53.6
18:38:01,1631sec,10.93,0,25,53.6
18:38:03,1632sec,10.84,0.61,25,51.1
18:38:03,1633sec,10.78,1.68,25,49.4
18:38:05,1634sec,10.66,2.03,25,46.1
18:38:06,1635sec,10.54,2.29,25,42.8
18:38:07,1636sec,10.77,1.31,25,49.2
18:38:10,1639sec,10.84,0.59,25,51.1
18:38:11,1640sec,10.49,3.22,25,41.4
18:38:11,1640sec,10.83,0.87,25,50.8
18:38:13,1642sec,10.91,0,25,53.1
18:38:13,1642sec,10.85,0,25,51.4
18:38:14,1644sec,10.9,0.43,25,52.8
18:38:15,1644sec,10.78,1.01,25,49.4
18:38:16,1646sec,10.7,2,25,47.2
18:38:17,1646sec,10.66,1.94,25,46.1
18:38:18,1648sec,10.64,2.01,25,45.6
18:38:19,1648sec,10.7,0.76,25,47.2
18:38:20,1650sec,10.88,0.23,25,52.2
18:38:21,1650sec,10.85,0,25,51.4
18:38:22,1652sec,10.86,0,25,51.7
18:38:24,1653sec,10.84,0.77,25,51.1
18:38:24,1654sec,10.69,1.82,25,46.9
18:38:25,1654sec,10.58,2.01,25,43.9
18:38:26,1656sec,10.56,1.94,25,43.3
18:38:27,1656sec,10.65,1.68,25,45.8
18:38:28,1658sec,10.78,0.59,25,49.4
18:38:29,1658sec,10.89,0,25,52.5
18:38:30,1660sec,10.87,0,25,51.9
18:38:31,1660sec,10.83,0.3,25,50.8
18:38:32,1662sec,10.73,0.99,25,48.1
18:38:33,1662sec,10.58,1.89,25,43.9
18:38:34,1664sec,10.57,1.9,25,43.6
18:38:35,1664sec,10.6,1.87,25,44.4
18:38:36,1666sec,10.75,0.93,25,48.6
18:38:37,1666sec,10.82,0.29,25,50.6
18:38:38,1668sec,10.86,0,25,51.7
18:38:39,1668sec,10.84,0,25,51.1
18:38:40,1670sec,10.69,0.79,25,46.9
18:38:41,1671sec,10.71,1.32,25,47.5
18:38:42,1672sec,10.59,2.11,25,44.2
18:38:43,1673sec,10.56,1.93,25,43.3
18:38:44,1674sec,10.59,1.62,25,44.2
18:38:45,1675sec,10.68,0.55,25,46.7
18:38:46,1676sec,10.81,0,25,50.3
18:38:47,1676sec,10.81,0,25,50.3
18:38:48,1678sec,10.79,0.35,25,49.7
18:38:49,1678sec,10.66,1.08,25,46.1
18:38:50,1680sec,10.54,1.86,25,42.8
18:38:51,1680sec,10.53,2.22,25,42.5
18:38:53,1682sec,10.53,1.97,25,42.5
18:38:53,1682sec,10.66,0.98,25,46.1
18:38:54,1684sec,10.82,0.44,25,50.6
18:38:56,1685sec,10.77,0,25,49.2
18:38:56,1686sec,10.81,0,25,50.3
18:38:57,1686sec,10.72,0.59,25,47.8
18:38:58,1688sec,10.64,1.17,25,45.6
18:38:59,1688sec,10.52,2.13,25,42.2
18:39:00,1690sec,10.48,2.04,25,41.1
18:39:01,1690sec,10.55,1.52,25,43.1
18:39:02,1692sec,10.64,0.54,25,45.6
18:39:04,1693sec,10.79,0,25,49.7
18:39:04,1694sec,10.77,0,25,49.2
18:39:05,1694sec,10.7,0.32,25,47.2
18:39:06,1696sec,10.61,1.12,25,44.7
18:39:07,1696sec,10.54,1.91,25,42.8
18:39:08,1698sec,10.5,1.79,25,41.7
18:39:09,1699sec,10.44,1.91,25,40
18:39:10,1700sec,10.58,1.26,25,43.9
18:39:11,1700sec,10.72,0.48,25,47.8
18:39:12,1701sec,10.75,0,25,48.6
18:39:13,1703sec,10.8,0,25,50
18:39:14,1703sec,10.67,0.59,25,46.4
18:39:15,1705sec,10.58,1.36,25,43.9
18:39:16,1705sec,10.42,2.2,25,39.4
18:39:17,1707sec,10.46,1.91,25,40.6
18:39:18,1707sec,10.56,1.62,25,43.3
18:39:20,1709sec,10.64,0.86,25,45.6
18:39:20,1709sec,10.72,0,25,47.8
18:39:21,1711sec,10.69,0,25,46.9
18:39:22,1711sec,10.69,0.28,25,46.9
18:39:24,1713sec,10.55,0.87,25,43.1
18:39:24,1714sec,10.52,1.83,25,42.2
18:39:26,1715sec,10.45,1.98,25,40.3
18:39:26,1715sec,10.48,1.99,25,41.1
18:39:27,1717sec,10.56,1.3,25,43.3
18:39:28,1717sec,10.62,0.41,25,45
18:39:29,1719sec,10.69,0,25,46.9
18:39:30,1719sec,10.73,0,25,48.1
18:39:31,1721sec,10.64,0.72,25,45.6
18:39:32,1721sec,10.56,1.29,25,43.3
18:39:33,1723sec,10.39,2.44,25,38.6
18:39:34,1723sec,10.42,2.06,25,39.4
18:39:35,1725sec,10.44,1.77,25,40
18:39:36,1725sec,10.7,0,25,47.2
18:39:37,1727sec,10.65,0,25,45.8
18:39:38,1727sec,10.65,0,25,45.8
18:39:39,1729sec,10.63,0.36,25,45.3
18:39:40,1729sec,10.49,0.88,25,41.4
18:39:41,1731sec,10.46,1.74,25,40.6
18:39:42,1731sec,10.36,1.94,25,37.8
18:39:43,1733sec,10.4,2.03,25,38.9
18:39:44,1733sec,10.45,1.31,25,40.3
18:39:45,1735sec,10.69,0.41,25,46.9
18:39:46,1735sec,10.65,0,25,45.8
18:39:47,1737sec,10.67,0,25,46.4
18:39:48,1737sec,10.55,0.59,25,43.1
18:39:49,1739sec,10.61,0,25,44.7
18:39:50,1739sec,10.57,0.26,25,43.6
18:39:51,1741sec,10.59,0,25,44.2
18:39:52,1741sec,10.56,0.37,25,43.3
18:39:53,1743sec,10.61,0,25,44.7
18:39:55,1744sec,10.62,0,25,45
18:39:56,1745sec,10.59,0,25,44.2
18:39:56,1745sec,10.55,0,25,43.1
18:39:57,1747sec,10.47,0.8,25,40.8
18:39:58,1747sec,10.36,1.5,25,37.8
18:39:59,1749sec,10.34,2.36,25,37.2
18:40:00,1750sec,10.3,1.95,25,36.1
18:40:01,1751sec,10.4,1.15,25,38.9
18:40:02,1751sec,10.57,0.4,25,43.6
18:40:03,1753sec,10.56,0,25,43.3
18:40:04,1753sec,10.56,0,25,43.3
18:40:05,1755sec,10.43,0.62,25,39.7
18:40:06,1755sec,10.38,1.24,25,38.3
18:40:07,1757sec,10.19,2.34,25,33.1
18:40:08,1757sec,10.25,1.78,25,34.7
18:40:10,1759sec,10.35,1.41,25,37.5
18:40:10,1759sec,10.38,0.85,25,38.3
18:40:11,1761sec,10.52,0,25,42.2
18:40:12,1761sec,10.59,0,25,44.2
18:40:13,1763sec,10.55,0,25,43.1
18:40:14,1763sec,10.41,1.09,25,39.2
18:40:15,1765sec,10.33,1.64,25,36.9
18:40:16,1766sec,10.24,2.33,25,34.4
18:40:17,1767sec,10.25,2,25,34.7
18:40:18,1767sec,10.32,1.23,25,36.7
18:40:19,1769sec,10.5,0,25,41.7
18:40:20,1769sec,10.51,0,25,41.9
18:40:21,1771sec,10.53,0,25,42.5
18:40:22,1771sec,10.49,0,25,41.4
18:40:23,1773sec,10.54,0,25,42.8
18:40:27,1776sec,10.44,0.33,25,40
18:40:28,1777sec,10.17,2.3,25,32.5
