Time (s),Voltage (V),Current (A),Temp (C)
1830.08,9.57,0.72,25.0
1831.16,9.58,0.75,25.0
1832.25,9.57,0.72,25.0
1833.33,9.53,0.72,25.0
1834.41,9.57,0.73,25.0
1835.49,9.56,0.75,25.0
1836.57,9.57,0.74,25.0
1837.65,9.55,0.73,25.0
1838.74,9.54,0.73,25.0
1839.82,9.55,0.72,25.0
1840.90,9.55,0.76,25.0
1841.98,9.54,0.74,25.0
1843.07,9.55,0.71,25.0
1844.15,9.54,0.72,25.0
1845.23,9.55,0.74,25.0
1846.31,9.54,0.73,25.0
1847.40,9.56,0.70,25.0
1848.47,9.52,0.74,25.0
1849.56,9.52,0.74,25.0
1850.64,9.53,0.72,25.0
1851.72,9.52,0.75,25.0
1852.81,9.53,0.73,25.0
1853.89,9.53,0.75,25.0
1854.97,9.52,0.74,25.0
1856.05,9.54,0.72,25.0
1857.13,9.54,0.74,25.0
1858.22,9.49,0.71,25.0
1859.30,9.53,0.72,25.0
1860.38,9.50,0.72,25.0
1861.46,9.52,0.74,25.0
1862.55,9.53,0.73,25.0
1863.63,9.51,0.74,25.0
1864.71,9.51,0.71,25.0
1865.79,9.50,0.71,25.0
1866.88,9.52,0.71,25.0
1867.96,9.52,0.72,25.0
1869.04,9.52,0.71,25.0
1870.12,9.54,0.72,25.0
1871.21,9.51,0.71,25.0
1872.29,9.52,0.70,25.0
1873.37,9.51,0.71,25.0
1874.45,9.50,0.73,25.0
1875.53,9.50,0.73,25.0
1876.62,9.52,0.70,25.0
1877.70,9.50,0.74,25.0
1878.78,9.52,0.70,25.0
1879.86,9.50,0.72,25.0
1880.94,9.50,0.71,25.0
1882.03,9.50,0.71,25.0
1883.11,9.48,0.72,25.0
1884.19,9.49,0.72,25.0
1885.27,9.49,0.71,25.0
1886.36,9.51,0.74,25.0
1887.44,9.49,0.71,25.0
1888.52,9.52,0.71,25.0
1889.60,9.49,0.72,25.0
1890.69,9.51,0.73,25.0
1891.77,9.49,0.73,25.0
1892.85,9.50,0.73,25.0
1893.93,9.51,0.71,25.0
1895.02,9.49,0.71,25.0
1896.10,9.49,0.71,25.0
1897.18,9.50,0.71,25.0
1898.26,9.48,0.72,25.0
1899.34,9.50,0.73,25.0
1900.43,9.50,0.70,25.0
1901.51,9.51,0.71,25.0
1902.59,9.49,0.71,25.0
1903.67,9.49,0.70,25.0
1904.75,9.50,0.73,25.0
1905.84,9.50,0.72,25.0
1906.92,9.48,0.72,25.0
1908.00,9.50,0.71,25.0
1909.08,9.47,0.74,25.0
1910.17,9.48,0.71,25.0
1911.25,9.49,0.70,25.0
1912.33,9.48,0.71,25.0
1913.41,9.47,0.73,25.0
1914.50,9.46,0.70,25.0
1915.58,9.47,0.70,25.0
1916.66,9.47,0.72,25.0
1917.74,9.45,0.72,25.0
1918.83,9.49,0.72,25.0
1919.91,9.47,0.70,25.0
1920.99,9.48,0.71,25.0
1922.07,9.45,0.70,25.0
1923.16,9.46,0.72,25.0
1924.24,9.47,0.71,25.0
1925.32,9.46,0.72,25.0
1926.40,9.48,0.73,25.0
1927.48,9.46,0.74,25.0
1928.56,9.47,0.71,25.0
1929.65,9.46,0.70,25.0
1930.73,9.46,0.71,25.0
1931.81,9.44,0.70,25.0
1932.89,9.45,0.72,25.0
1933.98,9.44,0.69,25.0
1935.06,9.47,0.71,25.0
1936.14,9.46,0.69,25.0
1937.22,9.46,0.70,25.0
1938.31,9.45,0.71,25.0
1939.39,9.43,0.74,25.0
1940.47,9.44,0.70,25.0
1941.55,9.41,0.73,25.0
1942.64,9.44,0.72,25.0
1943.72,9.40,0.72,25.0
1944.80,9.46,0.73,25.0
1945.88,9.47,0.73,25.0
1946.97,9.38,0.70,25.0
1948.05,9.40,0.71,25.0
1949.13,9.44,0.68,25.0
1950.21,9.44,0.70,25.0
1951.30,9.38,0.70,25.0
1952.38,9.44,0.72,25.0
1953.46,9.41,0.71,25.0
1954.54,9.44,0.69,25.0
1955.62,9.37,0.74,25.0
1956.71,9.38,0.76,25.0
1957.79,9.47,0.65,25.0
1958.87,9.46,0.73,25.0
1959.95,9.43,0.71,25.0
1961.03,9.43,0.68,25.0
1962.12,9.45,0.74,25.0
1963.20,9.41,0.71,25.0
1964.28,9.45,0.70,25.0
1965.36,9.45,0.68,25.0
1966.45,9.45,0.70,25.0
1967.53,9.39,0.75,25.0
1968.61,9.41,0.72,25.0
1969.69,9.39,0.72,25.0
1970.78,9.42,0.72,25.0
1971.86,9.42,0.72,25.0
1972.94,9.42,0.70,25.0
1974.02,9.42,0.71,25.0
1975.10,9.40,0.73,25.0
1976.19,9.37,0.69,25.0
1977.27,9.38,0.72,25.0
1978.35,9.37,0.74,25.0
1979.44,9.36,0.73,25.0
1980.52,9.44,0.71,25.0
1981.60,9.38,0.69,25.0
1982.68,9.35,0.69,25.0
1983.76,9.40,0.73,25.0
1984.84,9.36,0.77,25.0
1985.93,9.37,0.72,25.0
1987.01,9.38,0.71,25.0
1988.09,9.39,0.71,25.0
1989.17,9.41,0.73,25.0
1990.26,9.34,0.69,25.0
1991.34,9.32,0.70,25.0
1992.42,9.40,0.74,25.0
1993.50,9.35,0.71,25.0
1994.59,9.41,0.70,25.0
1995.67,9.35,0.67,25.0
1996.75,9.36,0.69,25.0
1997.83,9.39,0.68,25.0
1998.92,9.37,0.70,25.0
2000.00,9.34,0.72,25.0
2001.08,9.37,0.70,25.0
2002.16,9.38,0.70,25.0
2003.25,9.36,0.68,25.0
2004.32,9.37,0.73,25.0
2005.41,9.37,0.73,25.0
2006.49,9.37,0.70,25.0
2007.57,9.35,0.70,25.0
2008.65,9.35,0.69,25.0
2009.74,9.38,0.72,25.0
2010.82,9.38,0.71,25.0
2011.90,9.34,0.68,25.0
2012.98,9.32,0.72,25.0
2014.07,9.34,0.71,25.0
2015.15,9.36,0.70,25.0
2016.23,9.35,0.71,25.0
2017.31,9.34,0.71,25.0
2018.40,9.34,0.74,25.0
2019.48,9.35,0.70,25.0
2020.56,9.35,0.73,25.0
2021.64,9.37,0.73,25.0
2022.72,9.33,0.72,25.0
2023.80,9.35,0.72,25.0
2024.89,9.34,0.72,25.0
2025.97,9.32,0.71,25.0
2027.05,9.34,0.71,25.0
2028.13,9.33,0.71,25.0
2029.22,9.31,0.73,25.0
2030.30,9.33,0.74,25.0
2031.38,9.32,0.71,25.0
2032.46,9.30,0.74,25.0
2033.55,9.32,0.71,25.0
2034.63,9.33,0.73,25.0
2035.71,9.33,0.72,25.0
2036.79,9.31,0.72,25.0
2037.88,9.32,0.71,25.0
2038.96,9.31,0.73,25.0
2040.04,9.31,0.73,25.0
2041.12,9.29,0.69,25.0
2042.20,9.29,0.72,25.0
2043.29,9.31,0.74,25.0
2044.37,9.30,0.73,25.0
2045.45,9.31,0.74,25.0
2046.53,9.31,0.71,25.0
2047.61,9.32,0.73,25.0
2048.70,9.29,0.72,25.0
2049.78,9.30,0.74,25.0
2050.86,9.29,0.73,25.0
2051.94,9.29,0.71,25.0
2053.03,9.28,0.74,25.0
2054.11,9.28,0.73,25.0
2055.19,9.26,0.71,25.0
2056.27,9.28,0.73,25.0
2057.36,9.28,0.73,25.0
2058.44,9.26,0.73,25.0
2059.52,9.27,0.72,25.0
2060.60,9.29,0.73,25.0
2061.68,9.28,0.71,25.0
2062.77,9.28,0.72,25.0
2063.85,9.26,0.73,25.0
2064.93,9.26,0.72,25.0
2066.01,9.28,0.73,25.0
2067.09,9.26,0.74,25.0
2068.18,9.28,0.69,25.0
2069.26,9.26,0.71,25.0
2070.34,9.24,0.71,25.0
2071.42,9.29,0.73,25.0
2072.51,9.26,0.72,25.0
2073.59,9.26,0.75,25.0
2074.67,9.24,0.69,25.0
2075.75,9.30,0.74,25.0
2076.84,9.24,0.71,25.0
2077.92,9.23,0.73,25.0
2079.00,9.26,0.72,25.0
2080.08,9.23,0.69,25.0
2081.17,9.26,0.71,25.0
2082.25,9.23,0.72,25.0
2083.33,9.22,0.73,25.0
2084.41,9.27,0.70,25.0
2085.50,9.18,0.72,25.0
2086.58,9.25,0.71,25.0
2087.66,9.24,0.71,25.0
2088.74,9.22,0.70,25.0
2089.83,9.24,0.72,25.0
2090.91,9.26,0.70,25.0
2091.99,9.20,0.71,25.0
2093.07,9.21,0.71,25.0
2094.15,9.22,0.70,25.0
2095.23,9.21,0.70,25.0
2096.32,9.23,0.70,25.0
2097.40,9.19,0.71,25.0
2098.48,9.22,0.71,25.0
2099.56,9.20,0.73,25.0
2100.65,9.26,0.72,25.0
2101.73,9.21,0.71,25.0
2102.81,9.17,0.69,25.0
2103.89,9.22,0.70,25.0
2104.98,9.18,0.72,25.0
2106.06,9.16,0.69,25.0
2107.14,9.20,0.71,25.0
2108.22,9.21,0.73,25.0
2109.30,9.18,0.72,25.0
2110.39,9.18,0.72,25.0
2111.47,9.16,0.73,25.0
2112.55,9.19,0.75,25.0
2113.63,9.16,0.70,25.0
2114.72,9.20,0.71,25.0
2115.80,9.19,0.71,25.0
2116.88,9.18,0.73,25.0
2117.96,9.19,0.73,25.0
2119.04,9.16,0.71,25.0
2120.13,9.18,0.71,25.0
2121.21,9.16,0.72,25.0
2122.29,9.19,0.73,25.0
2123.37,9.17,0.70,25.0
2124.46,9.14,0.70,25.0
2125.54,9.15,0.71,25.0
2126.62,9.10,0.69,25.0
2127.70,9.14,0.69,25.0
2128.79,9.18,0.71,25.0
2129.87,9.15,0.71,25.0
2130.95,9.20,0.71,25.0
2132.03,9.15,0.71,25.0
2133.11,9.16,0.70,25.0
2134.20,9.17,0.73,25.0
2135.28,9.12,0.68,25.0
2136.36,9.14,0.71,25.0
2137.44,9.09,0.70,25.0
2138.53,9.16,0.72,25.0
2139.61,9.17,0.71,25.0
2140.69,9.13,0.73,25.0
2141.77,9.14,0.73,25.0
2142.85,9.08,0.71,25.0
2143.94,9.11,0.70,25.0
2145.02,9.15,0.71,25.0
2146.10,9.13,0.71,25.0
2147.18,9.09,0.71,25.0
2148.27,9.13,0.68,25.0
2149.35,9.09,0.70,25.0
2150.43,9.10,0.72,25.0
2151.51,9.11,0.69,25.0
2152.60,9.09,0.67,25.0
2153.68,9.12,0.74,25.0
2154.76,9.09,0.72,25.0
2155.84,9.13,0.68,25.0
2156.92,9.09,0.68,25.0
2158.01,9.08,0.69,25.0
2159.09,9.12,0.73,25.0
2160.17,9.12,0.68,25.0
2161.25,9.10,0.70,25.0
2162.33,9.07,0.72,25.0
2163.42,9.05,0.77,25.0
2164.50,9.11,0.69,25.0
2165.58,9.05,0.74,25.0
2166.66,9.11,0.70,25.0
2167.75,9.05,0.70,25.0
2168.83,9.09,0.68,25.0
2169.91,9.04,0.77,25.0
2170.99,9.05,0.76,25.0
2172.08,9.09,0.68,25.0
2173.16,9.07,0.70,25.0
2174.24,9.02,0.72,25.0
2175.32,9.07,0.72,25.0
2176.41,9.07,0.70,25.0
2177.49,9.07,0.68,25.0
2178.57,9.08,0.70,25.0
2179.65,8.99,0.77,25.0
2180.73,9.08,0.69,25.0
2181.81,9.05,0.69,25.0
2182.90,9.09,0.71,25.0
2183.98,9.01,0.71,25.0
2185.06,9.08,0.73,25.0
2186.14,9.05,0.68,25.0
2187.23,9.04,0.74,25.0
2188.31,9.06,0.70,25.0
2189.39,9.08,0.69,25.0
2190.47,9.02,0.68,25.0
2191.56,9.00,0.76,25.0
2192.64,8.98,0.70,25.0
2193.72,9.02,0.73,25.0
2194.80,8.99,0.63,25.0
2195.89,9.04,0.71,25.0
2196.97,9.01,0.69,25.0
2198.05,9.05,0.74,25.0
2199.13,8.99,0.71,25.0
2200.22,8.97,0.69,25.0
2201.30,9.00,0.71,25.0
2202.38,8.99,0.77,25.0
2203.46,9.01,0.72,25.0
2204.54,8.99,0.64,25.0
2205.62,9.01,0.79,25.0
2206.71,9.00,0.71,25.0
2207.79,8.95,0.67,25.0
2208.87,8.97,0.70,25.0
2209.95,8.99,0.69,25.0
2211.04,8.92,0.68,25.0
2212.12,8.96,0.70,25.0
2213.20,9.01,0.69,25.0
2214.28,8.98,0.67,25.0
2215.37,8.95,0.72,25.0
2216.45,8.95,0.67,25.0
2217.53,8.93,0.67,25.0
2218.61,8.93,0.70,25.0
2219.70,8.93,0.65,25.0
2220.78,8.98,0.68,25.0
2221.86,8.95,0.70,25.0
2222.94,8.97,0.68,25.0
2224.03,8.94,0.70,25.0
2225.11,8.94,0.70,25.0
2226.19,8.92,0.75,25.0
2227.27,8.86,0.74,25.0
2228.35,8.95,0.66,25.0
2229.43,8.93,0.69,25.0
2230.52,8.91,0.70,25.0
2231.60,8.95,0.69,25.0
2232.68,8.91,0.69,25.0
2233.76,8.92,0.73,25.0
2234.85,8.90,0.71,25.0
2235.93,8.89,0.71,25.0
2237.01,8.87,0.68,25.0
2238.09,8.90,0.70,25.0
2239.18,8.87,0.67,25.0
2240.26,8.86,0.68,25.0
2241.34,8.87,0.69,25.0
2242.42,8.87,0.69,25.0
2243.51,8.86,0.69,25.0
2244.59,8.87,0.70,25.0
2245.67,8.86,0.67,25.0
2246.75,8.86,0.70,25.0
2247.83,8.85,0.72,25.0
2248.92,8.83,0.71,25.0
2250.00,8.84,0.70,25.0
2251.08,8.85,0.69,25.0
2252.16,8.84,0.68,25.0
2253.24,8.83,0.72,25.0
2254.33,8.84,0.71,25.0
2255.41,8.84,0.71,25.0
2256.49,8.84,0.70,25.0
2257.57,8.85,0.69,25.0
2258.66,8.82,0.71,25.0
2259.74,8.83,0.70,25.0
2260.82,8.82,0.72,25.0
2261.90,8.79,0.71,25.0
2262.99,8.81,0.71,25.0
2264.07,8.81,0.72,25.0
2265.15,8.79,0.69,25.0
2266.23,8.79,0.67,25.0
2267.31,8.78,0.69,25.0
2268.39,8.78,0.68,25.0
2269.48,8.77,0.69,25.0
2270.56,8.76,0.69,25.0
2271.64,8.75,0.69,25.0
2272.73,8.76,0.69,25.0
2273.81,8.76,0.70,25.0
2274.89,8.75,0.67,25.0
2275.97,8.72,0.72,25.0
2277.05,8.75,0.70,25.0
2278.14,8.73,0.69,25.0
2279.22,8.74,0.71,25.0
2280.30,8.71,0.70,25.0
2281.38,8.72,0.69,25.0
2282.47,8.72,0.69,25.0
2283.55,8.71,0.70,25.0
2284.63,8.70,0.68,25.0
2285.71,8.72,0.69,25.0
2286.80,8.70,0.71,25.0
2287.88,8.70,0.68,25.0
2288.96,8.69,0.70,25.0
2290.04,8.69,0.70,25.0
2291.12,8.69,0.71,25.0
2292.20,8.68,0.71,25.0
2293.29,8.67,0.70,25.0
2294.37,8.65,0.70,25.0
2295.45,8.65,0.71,25.0
2296.54,8.65,0.69,25.0
2297.62,8.66,0.70,25.0
2298.70,8.62,0.70,25.0
2299.78,8.63,0.67,25.0
2300.86,8.64,0.70,25.0
2301.95,8.62,0.70,25.0
2303.03,8.62,0.70,25.0
2304.11,8.61,0.69,25.0
2305.19,8.62,0.70,25.0
2306.28,8.59,0.70,25.0
2307.36,8.60,0.69,25.0
2308.44,8.59,0.70,25.0
2309.52,8.58,0.69,25.0
2310.61,8.58,0.69,25.0
2311.69,8.55,0.72,25.0
2312.77,8.56,0.69,25.0
2313.85,8.56,0.69,25.0
2314.93,8.55,0.68,25.0
2316.01,8.52,0.70,25.0
2317.10,8.53,0.68,25.0
2318.18,8.51,0.68,25.0
2319.26,8.52,0.69,25.0
2320.35,8.49,0.72,25.0
2321.43,8.51,0.69,25.0
2322.51,8.49,0.69,25.0
2323.59,8.49,0.70,25.0
2324.67,8.46,0.68,25.0
2325.76,8.46,0.70,25.0
2326.84,8.45,0.72,25.0
2327.92,8.44,0.70,25.0
2329.00,8.43,0.69,25.0
2330.09,8.42,0.69,25.0
2331.17,8.42,0.68,25.0
2332.25,8.41,0.68,25.0
2333.33,8.38,0.70,25.0
2334.41,8.37,0.69,25.0
2335.50,8.36,0.69,25.0
2336.58,8.36,0.68,25.0
2337.66,8.34,0.68,25.0
2338.75,8.33,0.68,25.0
2339.83,8.32,0.69,25.0
2340.91,8.31,0.69,25.0
2341.99,8.30,0.69,25.0
2343.07,8.30,0.68,25.0
2344.15,8.28,0.69,25.0
2345.24,8.27,0.69,25.0
2346.32,8.24,0.68,25.0
2347.40,8.26,0.70,25.0
2348.48,8.23,0.66,25.0
2349.57,8.20,0.66,25.0
2350.65,8.23,0.67,25.0
2351.73,8.21,0.67,25.0
2352.81,8.21,0.69,25.0
2353.90,8.16,0.67,25.0
2354.98,8.16,0.67,25.0
2356.06,8.17,0.67,25.0
2357.14,8.17,0.69,25.0
2358.22,8.14,0.67,25.0
2359.31,8.15,0.68,25.0
2360.39,8.11,0.68,25.0
2361.47,8.06,0.64,25.0
2362.55,8.04,0.66,25.0
2363.64,8.03,0.67,25.0
2364.72,8.07,0.66,25.0
2365.80,8.07,0.68,25.0
2366.88,8.02,0.66,25.0
2367.96,8.02,0.69,25.0
2369.05,8.01,0.66,25.0
2370.13,7.98,0.68,25.0
2371.21,7.98,0.68,25.0
2372.29,8.00,0.65,25.0
2373.38,7.95,0.65,25.0
2374.46,7.97,0.70,25.0
2375.54,7.97,0.67,25.0
2376.62,7.93,0.65,25.0
2377.71,7.95,0.67,25.0
2378.79,7.94,0.66,25.0
2379.87,7.91,0.66,25.0
2380.95,7.91,0.68,25.0
2382.03,7.89,0.67,25.0
2383.11,7.88,0.65,25.0
2384.20,7.87,0.66,25.0
2385.28,7.85,0.67,25.0
2386.36,7.84,0.67,25.0
2387.44,7.83,0.67,25.0
2388.53,7.83,0.67,25.0
2389.61,7.80,0.66,25.0
2390.69,7.82,0.68,25.0
2391.77,7.80,0.69,25.0
2392.86,7.80,0.68,25.0
2393.94,7.75,0.67,25.0
2395.02,7.76,0.68,25.0
2396.10,7.79,0.67,25.0
2397.19,7.74,0.66,25.0
2398.27,7.72,0.67,25.0
2399.35,7.72,0.67,25.0
2400.43,7.69,0.67,25.0
2401.52,7.69,0.65,25.0
2402.60,7.68,0.64,25.0
2403.68,7.68,0.69,25.0
2404.76,7.66,0.63,25.0
2405.84,7.64,0.66,25.0
2406.92,7.64,0.64,25.0
2408.01,7.62,0.68,25.0
2409.09,7.62,0.67,25.0
2410.17,7.59,0.66,25.0
2411.25,7.61,0.65,25.0
2412.34,7.59,0.67,25.0
2413.42,7.58,0.66,25.0
2414.50,7.56,0.67,25.0
2415.58,7.55,0.67,25.0
2416.67,7.55,0.65,25.0
2417.75,7.53,0.67,25.0
2418.83,7.53,0.66,25.0
2419.91,7.51,0.65,25.0
2421.00,7.50,0.67,25.0
2422.08,7.50,0.66,25.0
2423.16,7.49,0.67,25.0
2424.24,7.47,0.64,25.0
2425.32,7.45,0.65,25.0
2426.41,7.44,0.67,25.0
2427.49,7.44,0.63,25.0
2428.57,7.43,0.65,25.0
2429.65,7.43,0.65,25.0
2430.73,7.42,0.64,25.0
2431.82,7.41,0.64,25.0
2432.90,7.39,0.65,25.0
2433.98,7.39,0.65,25.0
2435.06,7.39,0.65,25.0
2436.15,7.36,0.65,25.0
